phone_number,email,credit_score,age_group,family_background,income,comments,intent
+91-9677585206,milleralexis@example.net,744,51+,Married,416849,interested soon now,0
+91-9729236855,michaelsmith@example.com,309,18-25,Married with Kids,108284,interested not interested,0
+91-9291747114,paularnold@example.net,583,51+,Single,385464,urgent immediately later,0
+91-9662375629,greenerichard@example.org,557,36-50,Single,187769,now immediately,0
+91-9238242198,melissa09@example.net,804,18-25,Married with Kids,842588,now later urgent,0
+91-9704011755,josephanderson@example.com,735,26-35,Married with Kids,436011,maybe interested,0
+91-9531909176,millsjessica@example.org,396,36-50,Single,338790,not interested interested,0
+91-9316598812,cooperlouis@example.net,648,36-50,Married with Kids,680348,interested immediately soon,1
+91-9467449332,brandonpeck@example.com,319,26-35,Single,762872,later interested,0
+91-9624986929,danielclark@example.org,825,18-25,Married,811872,soon now later,0
+91-9769396653,xpeterson@example.org,721,36-50,Single,901448,not interested,1
+91-9172834909,jose12@example.net,586,18-25,Single,643035,immediately later soon,1
+91-9697207936,cbrown@example.org,326,18-25,Married,559238,interested now later,1
+91-9895718053,brownkerry@example.net,728,18-25,Married,194640,now maybe immediately,0
+91-9976468558,andreadelacruz@example.net,335,36-50,Married,611548,later soon,1
+91-9623268864,granthodges@example.net,522,51+,Married,967614,not interested urgent interested,0
+91-9913298004,rachel69@example.com,625,51+,Married with Kids,942472,maybe not interested immediately,1
+91-9255734742,sarah08@example.net,539,51+,Married with Kids,510180,later,0
+91-9081381209,michael84@example.org,601,26-35,Married with Kids,689812,soon maybe,1
+91-9952554107,francokatie@example.net,462,18-25,Married,825467,urgent maybe,0
+91-9047058432,laurenburns@example.org,526,18-25,Married with Kids,804857,immediately urgent maybe,0
+91-9362694275,alanwilliams@example.com,518,36-50,Married,260068,maybe later,0
+91-9719217509,dbutler@example.org,704,26-35,Single,285434,maybe soon later,1
+91-9595322578,phillipssheila@example.org,844,36-50,Married,348696,immediately,0
+91-9590835532,wgonzales@example.net,518,18-25,Married with Kids,820282,urgent not interested soon,0
+91-9998419560,brooksalexander@example.net,324,51+,Married,356524,now urgent later,1
+91-9010843877,eblanchard@example.net,462,18-25,Married,537657,interested,1
+91-9549357977,brandiburns@example.net,417,18-25,Married with Kids,969021,maybe interested,1
+91-9272343878,amyhall@example.net,444,26-35,Married,545745,now soon later,1
+91-9472988022,jennifer66@example.net,464,51+,Married with Kids,325186,not interested,1
+91-9930929058,angelamontgomery@example.com,401,51+,Single,513849,urgent immediately later,0
+91-9143498212,robinarroyo@example.net,327,51+,Single,244677,not interested interested,0
+91-9900581542,payneleah@example.net,498,26-35,Married,433470,soon,0
+91-9539629028,vpena@example.net,724,36-50,Married with Kids,979639,immediately,0
+91-9017964265,duffyjoshua@example.com,567,51+,Married,493566,immediately,0
+91-9494830871,scott15@example.com,734,36-50,Married,270033,urgent,0
+91-9492408298,armstrongcristian@example.net,722,36-50,Married with Kids,458273,not interested urgent now,0
+91-9450440261,richmondjack@example.org,402,18-25,Single,142503,urgent interested not interested,0
+91-9248982140,whitemichele@example.net,411,26-35,Single,529306,now later,0
+91-9071484643,rhodesdonald@example.com,455,26-35,Single,601227,interested,1
+91-9124759273,josephwilson@example.com,729,26-35,Married,845041,later urgent maybe,0
+91-9111394720,webermark@example.net,712,26-35,Single,322652,immediately maybe,0
+91-9292816234,zwebb@example.org,457,51+,Single,666856,immediately,1
+91-9261087331,pcampos@example.net,313,36-50,Married,861362,later not interested,0
+91-9164392049,tcaldwell@example.com,558,26-35,Single,386835,interested soon now,0
+91-9766145780,kingjoseph@example.com,666,51+,Single,888715,immediately,0
+91-9906975693,sheri95@example.net,514,26-35,Single,276785,interested,1
+91-9871447533,oconner@example.com,463,26-35,Single,584756,interested,0
+91-9658583588,blewis@example.com,814,36-50,Married,367998,soon,1
+91-9258513740,tamara94@example.net,430,51+,Married with Kids,404232,urgent now immediately,0
+91-9107491252,jacobalvarez@example.com,423,26-35,Married with Kids,176403,now interested,0
+91-9024703101,kaylakline@example.com,798,18-25,Married with Kids,600209,interested immediately soon,1
+91-9877472767,opeters@example.net,712,36-50,Married,231929,urgent,0
+91-9366522922,christopher61@example.net,524,36-50,Married,555214,maybe soon immediately,1
+91-9019127663,bretthobbs@example.org,592,26-35,Married,999560,interested,1
+91-9096432108,phicks@example.net,692,51+,Married,958498,later not interested maybe,0
+91-9454608310,kathy31@example.net,466,51+,Married,764088,maybe not interested,1
+91-9981391853,mejiadaniel@example.org,675,18-25,Single,182711,immediately,0
+91-9100257803,christophergould@example.org,672,18-25,Married,140236,immediately,1
+91-9635684712,nathanielbaldwin@example.net,787,26-35,Married with Kids,856971,not interested maybe,0
+91-9172294584,mitchelljeffrey@example.net,832,18-25,Married,300212,maybe later urgent,0
+91-9327214610,michelleperkins@example.net,586,26-35,Single,946589,now immediately maybe,0
+91-9576418058,martinbrian@example.net,585,26-35,Single,394510,immediately,0
+91-9814348443,courtney04@example.com,353,18-25,Married,251269,now interested,1
+91-9040268669,carolynboyle@example.org,503,18-25,Single,473630,maybe,1
+91-9285856998,allenmichelle@example.net,460,36-50,Married with Kids,548507,urgent now,0
+91-9306617076,sweeneyjamie@example.net,824,36-50,Married with Kids,373790,interested urgent,1
+91-9541726522,robertsilva@example.org,800,51+,Single,310609,not interested,0
+91-9626470663,andre95@example.org,455,36-50,Married with Kids,222096,not interested now soon,1
+91-9886556619,barbara04@example.net,773,36-50,Married with Kids,589151,maybe not interested,1
+91-9486150719,elizabeth29@example.org,314,18-25,Married,683810,maybe immediately not interested,1
+91-9866733551,michael73@example.net,721,18-25,Married,476607,now later,1
+91-9361563425,bushpatricia@example.com,826,51+,Married,473617,maybe not interested urgent,0
+91-9111779985,michele10@example.net,765,51+,Married,191687,later now,0
+91-9327455478,irwindanny@example.org,560,36-50,Single,161827,urgent interested,0
+91-9024582881,flee@example.org,446,26-35,Single,124974,later now not interested,0
+91-9721307251,thomas92@example.net,337,36-50,Single,164264,not interested urgent,0
+91-9756960108,williamshaw@example.org,576,26-35,Married,215104,maybe not interested,0
+91-9654849364,markwyatt@example.com,309,26-35,Married,775747,later,0
+91-9737151286,geraldfleming@example.net,637,36-50,Married,448317,now urgent,1
+91-9814039517,castroerika@example.net,493,36-50,Single,347995,now interested,1
+91-9835051427,tmays@example.net,813,51+,Single,850222,now not interested immediately,1
+91-9862175774,austin05@example.com,716,26-35,Married,629474,maybe,0
+91-9581632440,sawyermary@example.net,664,51+,Married with Kids,107277,later urgent not interested,1
+91-9531985205,ashley85@example.com,824,36-50,Single,410392,interested,1
+91-9555736518,webbelizabeth@example.com,643,51+,Single,360135,interested not interested maybe,1
+91-9565751030,mdunlap@example.com,824,51+,Married,774103,urgent immediately now,1
+91-9397268969,rwright@example.com,497,51+,Married,435536,now not interested,1
+91-9714100064,hcampbell@example.org,357,51+,Married with Kids,642551,immediately now,0
+91-9215711538,juan03@example.net,605,18-25,Married with Kids,254316,now maybe later,1
+91-9867350381,brooke86@example.com,802,51+,Single,860811,not interested,1
+91-9844167660,lewismarc@example.com,750,51+,Single,155457,not interested,1
+91-9155864848,vboone@example.com,725,51+,Single,784985,interested maybe not interested,1
+91-9953766627,levymaria@example.net,340,26-35,Married,708438,not interested immediately later,0
+91-9509709881,tdelacruz@example.org,813,18-25,Single,880217,interested,1
+91-9480671868,jennifersmith@example.com,695,18-25,Married,315269,soon maybe,1
+91-9430724205,nicholasbooker@example.net,450,36-50,Married,679058,immediately,0
+91-9220315209,amanda43@example.org,692,18-25,Married,249340,soon immediately later,0
+91-9032676173,mccarthymelissa@example.org,565,18-25,Single,421078,maybe interested,0
+91-9174093436,keithwilson@example.net,780,51+,Single,306639,interested immediately,1
+91-9019526841,ashley45@example.com,414,36-50,Married,247809,interested soon,1
+91-9959168642,leroywilson@example.net,386,26-35,Single,871525,now urgent interested,1
+91-9133552102,david52@example.net,613,18-25,Single,855255,later interested now,0
+91-9395512425,tcase@example.net,734,51+,Single,458749,not interested soon,0
+91-9947546542,ujackson@example.com,355,18-25,Married with Kids,524433,interested not interested,0
+91-9559144721,vcunningham@example.net,809,51+,Married with Kids,780795,now,1
+91-9590674751,morrisabigail@example.net,497,51+,Single,402643,maybe urgent interested,0
+91-9130688688,lmarshall@example.com,477,51+,Married,287407,soon maybe urgent,0
+91-9468558677,zcarlson@example.com,842,51+,Married,306227,later now,0
+91-9445704313,trujilloalbert@example.net,516,51+,Married,897740,soon maybe now,1
+91-9275441486,gfaulkner@example.com,838,51+,Single,316734,maybe later,0
+91-9135237082,jenningsmatthew@example.net,754,26-35,Single,309254,later interested,1
+91-9613555060,rosszachary@example.com,363,36-50,Married with Kids,815279,not interested now,0
+91-9552312827,xharris@example.org,467,51+,Married with Kids,110982,now soon,0
+91-9549566583,kevin15@example.org,468,51+,Married with Kids,415267,now maybe,0
+91-9248797758,chelseabowers@example.org,728,36-50,Married with Kids,404387,urgent soon,1
+91-9950337851,pearsonjessica@example.org,659,51+,Single,915258,later immediately not interested,1
+91-9022975592,ejohnson@example.net,328,26-35,Single,252465,immediately,0
+91-9785689336,todd67@example.org,762,18-25,Married with Kids,730664,interested,1
+91-9231817107,jasmin82@example.com,666,18-25,Married,185163,now,0
+91-9933592733,jamescurtis@example.com,821,36-50,Single,237428,now maybe later,0
+91-9498860780,mejiamelissa@example.org,757,18-25,Single,667129,later maybe,0
+91-9898528851,mary71@example.com,546,26-35,Single,714415,later,0
+91-9608769945,stevenmiller@example.org,697,36-50,Single,543911,not interested later,1
+91-9809037185,davenportchase@example.org,777,18-25,Married,602557,soon maybe,1
+91-9179137422,bakerbryan@example.com,658,36-50,Married with Kids,555203,urgent,1
+91-9524550027,gentryaimee@example.net,669,18-25,Married,505170,now,1
+91-9658698214,scott81@example.net,618,26-35,Single,130958,interested later maybe,1
+91-9061729148,natasha92@example.net,848,18-25,Single,285147,urgent immediately not interested,1
+91-9273912196,scott59@example.org,510,26-35,Single,638878,soon not interested,0
+91-9199710433,michael37@example.com,744,26-35,Married with Kids,300280,later,1
+91-9764620557,matthewibarra@example.org,778,26-35,Single,324501,immediately,1
+91-9666639383,melissa23@example.net,635,36-50,Married with Kids,298191,immediately,0
+91-9405592264,foxnatalie@example.com,789,26-35,Single,289173,maybe,0
+91-9866627809,walter08@example.com,491,18-25,Single,984015,not interested now later,1
+91-9294385523,mprice@example.net,483,36-50,Single,725325,later soon,1
+91-9086191143,qcuevas@example.com,846,18-25,Married with Kids,532924,now,1
+91-9055846338,robert96@example.org,444,36-50,Married,148800,now soon urgent,0
+91-9963099284,nielsenkristen@example.com,593,18-25,Married,527143,urgent,1
+91-9070905954,yvonne12@example.net,390,26-35,Married,560057,urgent interested not interested,0
+91-9782543782,gmaxwell@example.org,814,26-35,Married,473570,maybe not interested,1
+91-9255841561,thomashinton@example.com,829,26-35,Single,932969,soon,1
+91-9237741634,jparsons@example.com,467,36-50,Married,901079,later immediately soon,1
+91-9641934349,frenchtina@example.com,365,18-25,Single,303231,urgent interested maybe,0
+91-9286780786,lhicks@example.com,610,18-25,Married with Kids,902496,maybe later soon,0
+91-9825049018,amy65@example.org,388,36-50,Married with Kids,838309,maybe later now,1
+91-9099465789,peterschristopher@example.org,730,26-35,Married with Kids,799827,immediately soon maybe,1
+91-9857197158,eroberts@example.org,592,51+,Single,886439,not interested,1
+91-9663790408,angelahernandez@example.org,828,18-25,Single,944778,later soon maybe,0
+91-9939134277,pmiller@example.net,630,51+,Married,618804,maybe urgent,1
+91-9376251930,mpayne@example.net,815,18-25,Married,249811,now,1
+91-9935056941,annalvarado@example.net,449,36-50,Married,348662,urgent,0
+91-9325500379,kyleacosta@example.org,678,36-50,Married,779845,maybe later soon,0
+91-9705277983,bhebert@example.org,373,26-35,Married with Kids,906907,maybe,1
+91-9607052615,joshuavelasquez@example.net,821,26-35,Married,320704,not interested,1
+91-9801226568,smithrobert@example.org,720,36-50,Single,356289,not interested interested soon,1
+91-9280562412,limiguel@example.net,398,51+,Married with Kids,484392,maybe not interested,0
+91-9005165331,arielcarter@example.org,658,26-35,Single,507459,not interested interested,0
+91-9451321428,elliottryan@example.net,706,26-35,Single,259867,urgent,0
+91-9979935257,afranklin@example.com,320,18-25,Married with Kids,810482,maybe urgent not interested,1
+91-9861034237,bauerkeith@example.com,524,36-50,Married with Kids,827162,urgent,0
+91-9517857998,vthomas@example.com,302,51+,Single,291787,not interested,0
+91-9250616087,rjimenez@example.org,693,51+,Married with Kids,578789,urgent now maybe,0
+91-9981310800,annemason@example.net,799,18-25,Single,259974,later urgent immediately,1
+91-9918870904,wclark@example.net,764,18-25,Single,817995,later,1
+91-9734005815,drussell@example.org,797,26-35,Married,960460,maybe later not interested,1
+91-9018151346,alanadams@example.com,390,26-35,Married,815915,now,1
+91-9078892229,gbonilla@example.org,478,26-35,Single,959716,maybe interested urgent,1
+91-9855426420,umartinez@example.com,841,36-50,Single,730789,soon interested,1
+91-9011652123,burgessabigail@example.org,528,36-50,Married with Kids,114761,later,1
+91-9646682052,janet62@example.com,529,18-25,Married,497810,soon urgent,0
+91-9554146148,dianemendoza@example.net,578,51+,Married,675496,not interested,1
+91-9992087235,kevinvargas@example.org,626,36-50,Single,108788,interested maybe,0
+91-9666296252,velezcrystal@example.net,827,51+,Married with Kids,748425,now not interested,0
+91-9839806632,makayla72@example.net,383,36-50,Married with Kids,486316,now not interested later,0
